T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2,Appliances
20.79,44.93,20.1,42.73,21.745,44.895,20.39,44.86333333,19.255,59.03944444,4.123333333,95.86666667,18.31777778,39.65,20.445,49.46388889,18.29,49.26666667,3.97,758.4,90.66666667,3.333333333,29.0,2.57,20.23951936,20.23951936,90
21.96333333,39.26,21.39,37.66333333,21.89,41.32666667,21.7,39.76666667,18.1,50.59,-0.466666667,96.03,19.2,37.52666667,20.13333333,45.2,17.89,41.76,1.3,765.4,87.0,1.0,29.0,-0.6,15.2848221,15.2848221,180
22.0,40.86333333,20.7,40.59,24.32333333,37.86,20.26,38.99,19.7,50.9,11.39,2.956666667,19.7,30.79,22.79,37.82666667,19.39,37.79,9.83,760.5,66.5,6.0,40.0,3.75,27.09752634,27.09752634,70
23.7,41.03,23.2,39.7,23.79,42.93333333,21.7,42.93333333,21.54611111,72.74222222,7.563333333,63.89333333,19.15,34.87388889,22.2,42.00888889,18.79,40.5,7.6,744.0,69.0,10.0,26.0,2.3,15.66582284,15.66582284,90
24.53333333,37.33333333,24.93714286,33.76428571,24.7,34.045,25.0375,35.36125,24.0,52.08,13.19,1.0,24.29,29.23,25.772,36.572,23.39,33.4,10.4,756.75,55.0,5.5,40.0,1.7,30.26851622,30.26851622,100
23.1,39.7,20.7,41.26,25.30428571,37.59,23.42666667,36.73,22.89,43.0,8.1,49.43,23.39,33.2,25.68571429,40.09,22.79,40.68125,8.15,761.4,98.5,1.0,32.0,7.9,24.0979756,24.0979756,50
21.79,39.26666667,19.6,41.7,22.89,37.76,22.0,37.73,19.89,48.79,6.656666667,51.13333333,20.89,39.59,22.79,45.4,19.93714286,42.39571429,7.77,760.75,92.16666667,2.833333333,25.66666667,6.58,11.44173797,11.44173797,70
22.1,46.03,20.0,46.45666667,22.96333333,40.2,21.29,40.29,20.92666667,64.99666667,8.5,33.2,20.89,34.2,23.54285714,39.88,20.6,38.86333333,9.23,751.3,74.33333333,7.666666667,40.0,4.83,5.507675523,5.507675523,130
19.2,41.02666667,17.96333333,40.2,19.39333333,41.76333333,17.6,36.66333333,16.3,60.52666667,-4.982222222,83.13111111,18.16666667,30.82666667,20.29,41.63333333,16.56666667,36.65666667,-2.95,758.15,88.83333333,0.166666667,62.33333333,-4.57,6.849590223,6.849590223,360
20.7,35.09,21.2,32.5,21.5,34.9,21.0,34.4,18.7,43.86333333,8.423333333,49.05666667,19.13333333,29.6,20.7,36.4,19.0,33.36333333,6.3,756.35,70.5,4.0,40.0,1.2,26.98231018,26.98231018,30
20.96333333,36.29,17.5,40.16333333,22.29,36.2,20.29,33.06,18.5,45.0,0.5,53.83333333,19.79,27.85666667,22.29,40.43333333,19.6,39.36333333,0.3,766.0,85.0,3.0,63.0,-1.9,2.129737195,2.129737195,50
22.29,37.7,19.2,41.9,23.34,38.845,20.39,38.59,20.0,46.0,5.78625,61.21875,21.0,33.73,23.08181818,42.80363636,20.6,43.4,5.9,747.5,87.0,7.0,40.0,3.9,34.32110111,34.32110111,70
22.1,42.09,24.2,37.59,23.13333333,39.0,23.46333333,39.16333333,21.0,43.4,15.16666667,15.49333333,21.5,35.79,22.07142857,41.2,21.39,41.43333333,13.5,752.0,67.0,3.0,40.0,7.5,22.83356392,22.83356392,50
23.6,43.56666667,27.67142857,33.92857143,25.59666667,42.0,24.2,42.19333333,21.39,50.06,18.96,1.0,23.2,39.12,23.5,45.26666667,22.6,44.53,15.0,757.3,81.33333333,1.0,59.0,11.6,38.93736756,38.93736756,260
21.1,40.9,19.39,42.73,21.79,38.32666667,19.79,39.59,19.32333333,45.5,11.8,43.56,20.1,36.06,21.32333333,41.5,19.7,39.7,11.9,753.15,82.0,3.0,21.0,8.8,49.85815756,49.85815756,50
22.73,40.22333333,21.89,38.93,23.03333333,38.06666667,22.1,36.72571429,20.79,53.92333333,10.86666667,8.526666667,21.31,28.836,22.82333333,35.83,21.0,40.7,7.73,756.0,76.0,3.666666667,40.0,3.7,12.85799462,12.85799462,70
21.76,40.9,19.39,43.09,23.0,39.0,21.5,39.79,20.1,46.5,9.5,48.82666667,21.0,34.09,24.16666667,45.46666667,20.35666667,40.56,9.57,750.4666667,77.66666667,6.666666667,40.0,5.83,45.51319736,45.51319736,60
22.7,37.93333333,20.39,35.5,21.73,34.06666667,22.32333333,33.03,18.79,40.65666667,7.76,20.86333333,22.1,23.92666667,23.82333333,32.15666667,20.0,35.29,6.8,764.2,67.0,2.0,21.0,1.0,46.20193692,46.20193692,90
20.39,35.5,17.89,37.53,20.89,36.0,19.7,33.79,18.39,40.0,-1.745,75.745,19.53333333,28.96333333,21.29,40.86333333,18.29,38.9,-1.87,761.9333333,97.66666667,2.0,33.0,-2.2,37.58906012,37.58906012,50
18.29,39.09,17.2,39.43333333,18.39,39.4,16.1,38.9,16.1,47.77,4.19,96.93,16.2,33.85722222,17.7,41.88722222,15.69,39.2,3.0,760.6,88.0,5.0,61.0,1.2,10.75867563,10.75867563,40
20.13333333,38.36333333,18.2,39.7,21.0,40.26,18.6,39.09,18.7,59.145,1.575,86.8475,19.04444444,34.72166667,21.89,45.255,18.56666667,43.2,0.967,738.2333333,91.0,2.0,50.66666667,-0.367,47.42988067,47.42988067,50
20.7,38.09,18.63333333,39.09,20.92666667,39.79,18.92666667,39.09,19.1,62.32,1.263333333,89.0,19.23,34.43333333,22.39,45.79,18.5,42.29,0.767,740.0,90.33333333,2.333333333,23.33333333,-0.7,9.282630414,9.282630414,50
21.5,41.045,20.5,39.13333333,22.92666667,39.52666667,21.7,34.12666667,18.63333333,44.66333333,10.19,11.92666667,20.79,25.13333333,22.92666667,34.66333333,19.73,37.93333333,8.47,764.1666667,48.16666667,8.0,26.5,-1.92,8.105341217,8.105341217,210
21.16666667,41.06666667,18.85666667,44.76666667,22.1,38.2,20.35666667,38.66333333,19.79,47.45,8.2,61.06666667,20.92666667,36.93333333,21.2,41.7,20.6,42.62666667,5.7,754.5,96.5,1.0,63.0,5.15,49.35052036,49.35052036,60
23.6,33.26,22.42666667,31.82666667,23.1,35.16333333,23.1,32.4,21.16666667,39.73,11.0,1.166666667,22.39,30.62571429,24.89,36.63,20.39,32.59,13.1,764.2333333,50.66666667,3.0,40.0,2.87,19.77012475,19.77012475,110
22.03333333,38.63333333,20.23,38.29,21.39,38.7,19.29,39.29,18.35666667,48.2,3.4,86.49333333,19.86222222,31.57222222,23.90222222,39.15722222,18.7,38.9,2.58,741.2833333,82.5,3.0,40.0,-0.117,38.65636722,38.65636722,100
18.23,43.03,17.29,43.9,19.13333333,42.23,17.1,43.56,16.79,50.66333333,3.09,95.03,17.29,38.9,17.37888889,45.09,16.39,43.0,4.4,764.1333333,82.0,7.333333333,40.0,1.6,16.9573804,16.9573804,40
21.73,47.69333333,21.1,45.7,22.39,45.2,21.1,48.36333333,19.53888889,56.245,9.263333333,99.9,18.72,45.225,20.29,52.10222222,18.2,50.7,9.0,757.2,97.0,6.0,63.0,8.5,48.91368332,48.91368332,80
22.16666667,38.43333333,20.6,38.4,21.5,38.86333333,19.26,38.79666667,18.34555556,48.2,3.09,85.89666667,19.7,31.5,23.79,39.025,18.6,38.43,2.35,741.3,83.0,2.5,40.0,-0.25,28.70408603,28.70408603,100
22.39,38.29,20.06666667,40.96666667,22.73,37.62666667,20.63333333,40.03,20.2,46.26666667,7.9,51.1,21.29,34.56666667,23.79,38.4,20.2,38.99,8.55,749.9,76.0,6.5,40.0,4.55,36.71249867,36.71249867,80
21.79,37.29,18.1,42.79,23.29,37.7,20.16666667,39.4,19.5,46.85,2.287272727,69.83272727,20.79,37.5,22.37181818,42.61,19.79,42.29,3.35,757.4,87.0,3.5,23.0,1.4,2.281636279,2.281636279,50
20.92666667,36.7,20.5,35.86333333,21.79,35.09,20.79,34.79,19.39,44.0,7.3,51.65666667,20.29,30.42666667,21.6,38.0,19.6,35.09,5.05,748.15,80.5,5.0,40.0,1.9,19.78008101,19.78008101,60
25.06666667,43.82666667,23.5,44.9,26.79,40.29,25.5,42.56,23.5,48.9,15.03333333,48.96666667,24.2,41.5,25.33,51.29,23.79,48.86857143,15.1,752.4333333,95.33333333,1.833333333,20.83333333,14.3,16.081552,16.081552,50
19.6,41.2,18.23,41.53,19.79,40.7,19.1,38.0,17.79,57.12666667,-1.16,94.745,19.03333333,35.32666667,19.85666667,43.06,17.2,38.2,-1.67,758.5666667,76.0,3.0,40.0,-5.43,1.212574402,1.212574402,50
22.2,39.29,23.1,36.59,22.2,37.9,21.26,38.26,19.7,46.09,11.69666667,39.23,21.1,32.96666667,23.1,40.2,20.42666667,41.53,9.8,761.0,74.0,1.0,25.0,5.3,49.07284005,49.07284005,50
18.6,38.16333333,16.6,40.12666667,20.29,38.29,17.29,37.4,17.7,52.5,3.03,75.46666667,18.0,32.5,20.29,43.76,18.06666667,42.06,2.9,745.9,95.0,5.0,20.0,2.1,27.38093914,27.38093914,20
24.35666667,48.32666667,26.77714286,39.56714286,27.53333333,41.96333333,24.46333333,44.36333333,22.6,52.59,23.39,1.0,23.83,42.834,23.79,48.4,23.03333333,46.23,19.1,756.15,69.0,1.5,64.0,13.3,11.70393246,11.70393246,620
22.2,38.06333333,19.1,42.03,23.29,38.79,20.29,38.59,20.0,46.16333333,5.45,59.2,20.92666667,33.7,22.9175,42.7,20.6,43.7,5.55,747.9666667,86.83333333,8.666666667,40.0,3.43,4.43670383,4.43670383,60
25.53333333,49.26,25.5,46.92857143,26.2,45.334,25.61428571,44.38428571,24.2,52.29,25.12333333,1.43,25.26,42.79,26.1,50.23,24.2,47.075,21.2,744.1,57.0,2.0,29.0,12.4,41.1825142,41.1825142,100
20.79,42.5,19.89,42.56,20.5,45.0,17.76,47.09,17.89,56.38166667,8.463333333,99.9,16.29,43.80833333,18.1,50.055,16.46333333,50.56,8.18,766.05,94.0,3.666666667,63.0,7.28,20.49591803,20.49591803,60
22.0,44.29,20.66666667,44.36333333,21.96333333,44.0,22.29,45.2,18.6,56.736,10.0,80.09571429,18.5,43.0,21.89,52.5,18.5,46.79,9.9,753.3,85.5,7.333333333,40.0,7.52,22.62022961,22.62022961,70
21.29,39.59,18.7,43.0,22.39,39.0,20.0,38.5,19.5,50.29,6.5,72.76333333,20.39,39.93333333,22.1,46.96666667,19.46333333,43.59,6.3,753.9,95.0,5.0,39.0,5.6,47.91352473,47.91352473,50
20.29,39.33333333,19.29,38.09,21.34,39.545,19.2,36.79,17.6,50.79,5.95,56.525,19.79,30.2,21.1,36.43333333,18.0,38.86333333,5.08,759.9,61.66666667,7.833333333,40.0,-1.72,28.01571517,28.01571517,290
25.0,40.13333333,27.66666667,33.06,26.29,37.7,25.0,38.59,23.2,42.7,25.952,1.0,24.0,37.245,23.81857143,41.55714286,23.54,41.09,22.1,752.85,47.0,2.5,40.0,10.2,7.080010034,7.080010034,190
21.29,43.02666667,20.5,41.9,22.2,41.4,20.0,43.0,19.89,46.22,5.966666667,88.36666667,18.79,37.59,21.245,50.03388889,19.05,46.1425,5.17,734.2666667,95.66666667,2.666666667,63.0,4.57,39.03757768,39.03757768,530
23.89,45.36333333,22.2,46.26428571,26.32333333,39.82666667,24.29,42.36333333,22.39,55.46666667,13.73333333,40.66666667,24.2,44.98142857,24.2,49.63333333,22.79,47.46666667,13.4,755.6,89.0,1.666666667,46.66666667,11.6,20.95611559,20.95611559,70
19.2,42.09,18.6,41.29,20.2,43.43333333,18.7,41.5,18.13333333,66.86666667,1.533333333,90.5,18.1,40.59,19.5,49.56,16.65,43.845,2.87,754.9666667,89.66666667,5.0,27.66666667,1.33,3.857583459,3.857583459,40
20.82333333,43.23,19.73,43.2,20.29,44.29,18.39,44.9,18.48777778,47.88777778,11.945,76.95,19.39166667,39.30833333,20.15,45.39888889,17.03333333,48.93333333,12.9,762.0333333,57.0,5.0,40.0,4.57,29.17258188,29.17258188,50
21.39,45.9,20.79,43.9,22.39,45.09,19.6,46.9,18.68333333,55.73,8.5,86.85,18.6,42.72,20.7,54.85722222,18.89,50.5,8.73,754.5,84.0,6.666666667,40.0,6.23,17.16843665,17.16843665,40
19.2,43.6,18.5,41.79,19.39,43.62666667,19.39,42.86333333,17.63333333,52.56666667,6.866666667,65.96666667,17.445,39.1,17.89,46.73,16.89,43.56666667,5.83,757.3666667,76.66666667,5.666666667,36.33333333,2.03,26.19930389,26.19930389,40
24.84909091,47.02918182,24.92882883,43.48348348,26.48081818,41.89909091,24.15495495,45.42252252,23.10045045,51.40286036,24.80990991,5.616666667,24.09144144,42.27538288,24.16463636,49.21545455,23.11554545,46.80909091,22.2,753.35,55.66666667,6.833333333,40.0,13.0,24.42342709,24.42342709,110
21.89,40.09,18.6,45.16333333,23.89,38.7,21.2,38.0,20.66666667,46.56,1.663333333,50.89,21.0,33.09,23.7,40.9,20.89,44.06,3.9,751.2,94.0,1.0,40.0,3.0,22.68366021,22.68366021,50
19.5,37.02666667,16.7,40.26666667,19.89,37.2,18.79,34.03,17.5,43.7,6.56,45.9,17.89,30.73,19.0,37.56,17.7,37.5,6.48,744.3,60.66666667,9.0,40.0,-0.617,2.838425664,2.838425664,40
20.2,35.0,16.5,40.12666667,20.29,37.06,19.29,34.26,18.03333333,49.03,-1.1,71.26333333,20.5,33.62666667,22.29,39.29,18.89,40.5,-0.85,769.0,93.5,2.5,40.5,-1.8,31.8583209,31.8583209,50
22.84,40.09,20.39,42.7,23.2,39.5,19.89,41.2,20.39,51.79,7.69,71.9,21.0,40.26,23.5,48.36333333,20.0,42.79,7.27,748.8666667,95.66666667,2.0,64.0,6.67,10.66285041,10.66285041,60
21.1,36.59,19.7,35.82666667,20.5,37.26,20.29,35.06,18.03333333,45.03,5.033333333,66.03333333,19.29,30.42666667,21.29,40.22333333,18.39,41.5,5.87,742.3666667,75.33333333,9.333333333,29.33333333,1.73,10.8715705,10.8715705,80
20.1,35.56,17.7,37.36333333,20.7,35.86333333,20.0,34.06,18.1,41.46333333,-0.366666667,79.13333333,19.2,28.32333333,20.96333333,39.22333333,18.2,38.66333333,-0.35,761.1666667,97.16666667,2.833333333,32.5,-0.733,41.10715416,41.10715416,60
22.26,36.56,19.5,39.29,21.79,36.29,20.2,34.7,18.39,46.59,5.59,61.6,19.7,31.0,22.39,41.79,19.6,38.12666667,5.35,762.55,88.0,3.5,60.5,3.5,12.23656756,12.23656756,50
21.46333333,45.5,20.5,44.73,21.5,44.2,19.6,46.0,19.29,55.46277778,9.89,72.86666667,18.79,40.4,20.89,46.70888889,18.82333333,46.43333333,10.5,746.8,74.0,7.0,40.0,6.1,14.43466211,14.43466211,80
22.6,39.2,20.16666667,41.62666667,22.29,38.9,20.42666667,40.06666667,19.89,49.0,6.0,64.8,20.29,34.2,24.35666667,42.82666667,20.0,41.32666667,6.4,756.3,88.0,4.0,45.0,4.5,43.63120524,43.63120524,40
21.73,37.4,19.89,38.46666667,20.6,38.53,22.76,36.9,19.1,51.93,-1.133333333,82.06,19.7,35.09571429,22.39,41.245,18.02,37.776,0.4,755.8,87.0,2.0,20.0,-1.6,41.34658589,41.34658589,60
22.1,43.59,21.5,42.59,21.6,44.66333333,19.5,47.29,17.79,53.16944444,9.263333333,99.9,19.02777778,46.59055556,21.28,51.87555556,16.79,47.56,9.6,751.4666667,96.0,6.333333333,27.33333333,8.97,0.028526108,0.028526108,140
23.0,46.96333333,21.63333333,48.29,24.89,42.0,23.06666667,44.36333333,22.5,47.96,15.2,54.32666667,22.75142857,42.19142857,23.39,51.51333333,22.80428571,50.0,13.8,756.4333333,93.0,4.0,25.33333333,12.8,23.31209731,23.31209731,50
25.0,47.93333333,23.6,48.23571429,26.39,43.7,25.1,45.59,24.29,61.76666667,14.69,52.83,24.6,43.03857143,26.33,53.42,24.0,47.2,14.9,749.45,88.0,2.0,40.0,12.9,46.12825681,46.12825681,60
20.2,37.09,18.1,39.59,22.0,34.09,19.5,35.32666667,18.6,40.4,9.323333333,37.16333333,18.92666667,31.96333333,20.5,37.93333333,18.6,36.23,7.43,755.1333333,84.5,4.833333333,21.5,4.9,42.3829199,42.3829199,70
18.7,42.29,18.1,41.59,19.7,43.29,18.29,42.09,17.5,62.86333333,3.0,91.06333333,18.1,42.43333333,19.1,50.46666667,16.7,47.32666667,3.37,751.7333333,89.33333333,5.333333333,28.33333333,1.8,42.39410748,42.39410748,30
22.5,33.26,21.29,32.36,23.56666667,35.7,22.89,32.76428571,21.42666667,76.35666667,10.56666667,2.163333333,22.1,29.02714286,22.79,36.9,20.16666667,35.4,11.3,764.5,52.5,4.5,40.0,1.65,40.36612902,40.36612902,110
22.2,35.79,24.35666667,30.42666667,22.6,35.32666667,22.6,34.0,19.66666667,43.66333333,18.63333333,1.0,19.956,29.236,22.42666667,38.43333333,19.79,37.59,15.4,763.1,36.5,3.0,33.5,0.55,49.7626935,49.7626935,70
20.7,40.29,17.73,44.9,23.0,39.66333333,20.1,38.0,20.2,46.7,3.026666667,57.72333333,21.236,37.634,22.6,42.09,20.39,43.16333333,3.48,750.9666667,92.33333333,2.0,21.16666667,2.28,16.77730738,16.77730738,40
25.5,42.79,25.29,39.76666667,26.6,38.95714286,25.5,41.29,23.6,50.4,19.22571429,7.178571429,24.2,39.53,25.46857143,45.79,23.6,42.7,20.2,752.3333333,57.66666667,2.0,36.33333333,11.4,14.9860363,14.9860363,100
21.6,38.5,17.96333333,43.06,22.39,37.2,22.39,35.86857143,20.39,44.23,0.0,50.79,20.85,30.956,22.39,39.06,20.5,39.5,0.9,760.6,97.5,1.0,23.33333333,0.533,39.18681776,39.18681776,30
24.06753247,39.44584416,23.07292208,38.67662338,24.91688312,37.89155844,23.85753247,39.00519481,21.34194805,50.46883117,15.58138528,25.45844156,23.2987013,37.01818182,24.14155844,42.15714286,22.1,40.83549784,10.6,757.0,92.83333333,2.0,62.0,9.52,43.89391524,43.89391524,60
23.0,40.79,20.82333333,43.66333333,24.2,38.5,22.73,39.82666667,21.1,49.378,9.06,53.19333333,23.1,39.2,23.43714286,40.28571429,22.43714286,42.86857143,8.13,750.8333333,95.0,1.333333333,22.0,7.33,22.94113716,22.94113716,60
20.7,33.7,19.1,34.06,20.1,35.13714286,19.1,34.09,17.6,43.2,2.49,65.1,19.6,26.66666667,22.0,35.26,18.0,38.93333333,1.6,756.4,84.0,2.0,64.0,-0.8,22.72887131,22.72887131,90
22.89,40.56,20.7,42.66333333,23.1,39.5,20.0,41.29,20.5,51.59,8.066666667,70.89666667,20.96333333,40.09,23.79,46.46666667,19.89,42.5,7.7,748.8,93.0,4.0,63.66666667,6.63,43.87875252,43.87875252,70
22.89,38.26666667,20.7,37.8,22.66666667,35.86333333,20.2,37.45666667,20.29,41.36333333,7.763333333,40.13333333,19.1,30.6,23.89,37.73,19.5,36.5,6.5,760.9,82.0,4.333333333,26.66666667,3.57,31.33306544,31.33306544,70
21.7,37.2,19.06666667,40.06,22.89,37.09,19.39,37.79,19.1,43.29,5.263333333,52.26,19.2,33.79,21.5,45.46666667,19.1,41.0,5.1,757.0,97.0,2.0,29.0,4.6,21.62304084,21.62304084,60
21.16666667,35.53,19.39,36.9,20.29,35.4,20.1,34.0,17.79,45.12666667,5.263333333,37.09666667,20.7,27.66666667,22.79,35.59,18.53333333,39.03,6.67,765.75,72.16666667,2.0,64.0,1.9,6.742058462,6.742058462,100
17.89,44.29,17.13333333,44.7,19.0,42.09,16.79,44.53,16.62777778,50.18222222,8.533333333,82.09666667,17.0,39.85722222,17.09444444,46.53,16.2,44.09,8.25,763.1,82.66666667,10.83333333,40.0,5.4,13.01254765,13.01254765,20
22.7,37.56666667,19.89,40.43,22.73,35.62666667,20.7,35.46666667,19.5,64.79666667,3.626666667,32.79,21.79,24.39,22.35666667,31.0,19.6,37.4,3.95,766.7,67.5,2.5,22.5,-1.55,38.82781167,38.82781167,90
20.13333333,36.9,17.29,40.09,20.2,37.2,20.79,35.23,17.89,52.86333333,3.966666667,53.82666667,18.29,35.83333333,20.2,44.76,17.35666667,38.7,0.8,752.8,87.0,1.0,20.0,-1.2,22.06475002,22.06475002,60
22.79,31.79,20.9725,32.0675,21.65,33.645,21.92666667,32.09666667,18.7,39.79,10.39,15.26333333,22.79,23.6,23.79,33.0,20.1,36.56,10.0,764.45,49.83333333,4.833333333,24.66666667,-0.05,9.812237008,9.812237008,110
18.96333333,44.2,18.273125,43.98125,19.89,45.06,18.56666667,44.2,17.2,52.59,5.69,79.63333333,18.0125,44.891875,18.7,53.784375,17.2,50.0,5.2,751.9,90.0,8.0,22.0,3.6,32.47897302,32.47897302,50
22.2,35.8975,23.46333333,31.35666667,22.2,36.73,22.79,33.878,19.63333333,41.7,14.0,1.0,21.1,27.956,21.7,35.43,20.23,36.65666667,12.6,767.1333333,53.66666667,6.0,27.0,3.37,13.23812936,13.23812936,50
22.39,43.9,19.89,47.2,24.79,41.0,21.46333333,42.86333333,21.1,62.6,8.83,51.6,21.79,41.36333333,24.0,47.93333333,20.79,45.79,10.2,748.9,82.0,1.833333333,37.0,7.18,19.32898137,19.32898137,60
21.0,36.32142857,19.0,37.9,21.0,38.59,19.39,35.7,18.29,51.925,4.03375,76.9575,18.79,32.09,21.05714286,44.56428571,18.5,41.4,3.85,741.45,88.0,7.5,50.5,1.95,0.866370124,0.866370124,40
19.23,44.39,18.76,43.86333333,19.5,43.9,20.0,42.32666667,17.89,54.2,5.866666667,77.1,17.6,40.72333333,18.1,48.46333333,17.0,46.52666667,5.33,756.4333333,83.33333333,5.0,32.66666667,2.63,38.09869308,38.09869308,60
22.1,38.59,19.35666667,41.4,24.76,37.36333333,22.06666667,35.29,20.7,51.09,6.4,47.22666667,21.37,32.59,22.98428571,44.23857143,20.6,41.33333333,6.2,756.3333333,88.0,3.666666667,40.0,4.33,26.18039858,26.18039858,50
21.2,39.4,18.46333333,43.7,22.29,38.29,20.6,38.5,19.82333333,47.93333333,5.545,57.44833333,21.2,37.77714286,21.5,41.195,20.6,43.09,5.58,753.9,95.83333333,2.0,20.0,4.97,36.36474224,36.36474224,50
23.2,44.36,22.7,43.12666667,21.89,45.09,19.26,44.56,19.34222222,67.28166667,10.22666667,65.76333333,18.715,39.47222222,21.78,50.1,18.7,45.09,11.5,743.6,63.5,9.5,40.0,4.7,27.42259711,27.42259711,110
21.2,40.23,19.89,41.12666667,21.79,37.9,19.96333333,39.0,19.39,45.09,13.445,27.4,20.2,35.2,21.39,40.43333333,19.76,38.86333333,12.1,753.7666667,74.66666667,3.0,21.83333333,7.72,47.27349282,47.27349282,50
22.1,34.29,20.6,34.2,20.6,35.7,21.0,33.26,18.0,44.4,9.83,21.53333333,22.89,26.84,24.89,31.96333333,19.29,38.29,9.45,768.55,56.0,7.0,34.0,0.95,21.31950888,21.31950888,60
22.2,39.59,20.29,41.59,23.16666667,38.0,22.35666667,38.7,19.89,49.59,9.696666667,45.39666667,21.0,40.634,23.1,46.5,19.89,41.94,10.9,760.0,93.5,6.166666667,50.83333333,9.88,44.2646691,44.2646691,60
20.13333333,37.33333333,18.26,39.59,21.89,34.26,19.5,35.66333333,18.6,40.4,10.63,35.42666667,19.0,32.32666667,20.5,38.09,18.6,36.46666667,7.23,755.2333333,89.0,4.333333333,26.0,5.5,44.4656022,44.4656022,780
21.66666667,35.76,17.92666667,40.73,21.79,35.29,20.53333333,34.0,19.66666667,40.66333333,0.1,47.43333333,20.89,27.13333333,22.23,39.23,19.5,38.2,0.3,766.6,83.0,2.0,65.0,-2.3,8.094241458,8.094241458,40
21.6,40.96666667,19.7,41.09,21.0,40.5,20.66666667,38.4,19.39,81.92285714,-0.366666667,83.49666667,19.0,37.09,20.79,45.72333333,18.2,40.69714286,0.167,760.5,97.0,2.0,21.0,-0.233,4.51830005,4.51830005,40
21.6,44.09,20.23,44.53,22.1,44.0,21.53333333,44.16333333,18.54285714,56.4,10.0,78.68,18.5,42.16333333,21.79,54.0,18.56666667,47.03,10.1,752.7833333,82.0,9.0,40.0,7.18,12.32070217,12.32070217,60
21.89,39.4,20.96333333,38.79,20.89,41.36333333,20.39,41.59,19.7,59.56333333,4.396666667,96.12333333,20.6,39.23,20.5,45.1,18.2,43.9,5.2,763.7,67.0,7.0,40.0,-0.6,47.13523812,47.13523812,70
18.96333333,42.09,18.29,41.29,19.89,43.2,18.5,41.79,17.79,64.62333333,2.26,93.12666667,18.1,42.09,19.29,51.09,16.7,46.03,2.87,753.7333333,92.33333333,5.166666667,30.0,1.68,19.2151946,19.2151946,50
19.2,46.9,18.5,46.79,19.79,45.29,18.2,48.09,17.39,54.09,9.69,99.9,17.6,45.29,17.6,51.285,17.0,49.0,9.8,755.45,94.83333333,7.166666667,63.5,9.05,34.83383348,34.83383348,30
21.1,40.12666667,19.5,41.7,20.66666667,38.36333333,19.7,39.5,19.29,51.59,8.16,86.9,18.5,35.79,20.89,46.66333333,17.89,40.32666667,8.37,750.3333333,95.0,8.333333333,39.66666667,7.6,19.76820058,19.76820058,20
23.0,37.2,20.32333333,39.96666667,22.5,36.56,20.29,37.62666667,20.7,42.19333333,5.76,61.0,19.2,31.6,24.0,37.79,19.42666667,36.59,5.57,761.4333333,90.66666667,2.666666667,35.33333333,4.17,44.34552299,44.34552299,120
23.0,41.45666667,20.66666667,41.23333333,22.82333333,37.53,22.6,36.316,21.1,44.89333333,8.033333333,18.12333333,21.7,28.2,23.79,37.33333333,21.0,39.76,8.23,757.8666667,67.0,4.333333333,40.0,2.37,29.29852706,29.29852706,120
22.96333333,41.03,22.7,40.93333333,24.29,38.46666667,22.79,40.0,21.14,49.072,12.3,54.76666667,23.1,38.754,23.2675,40.1725,22.5,42.47142857,8.6,751.3,95.0,2.0,22.0,7.8,32.37470057,32.37470057,60
21.56666667,37.36,19.29,36.8,23.0,34.79,19.7,33.46666667,17.2,47.4,3.3,43.045,21.56666667,24.03333333,22.7,32.43,18.39,38.2,2.23,763.4666667,75.0,3.0,27.33333333,-1.83,36.35883736,36.35883736,90
23.0,44.69333333,22.39,41.0,22.6,43.76,19.29,41.62666667,19.40833333,50.86944444,2.53,92.3,20.39,39.73777778,23.36222222,43.36277778,18.92666667,41.52666667,3.28,737.55,92.66666667,6.333333333,40.0,2.13,7.043814927,7.043814927,150
21.2,33.29,19.89,31.79,23.26333333,38.15666667,20.5,31.79,19.2,39.53,10.46,1.0,19.79,24.42666667,21.82333333,34.26666667,18.79,29.35666667,9.9,756.1666667,42.66666667,4.666666667,40.0,-2.33,14.14713486,14.14713486,300
21.15,36.345,17.7,40.0,22.29,36.2,20.39,32.925,18.5,44.9,0.6,50.39333333,19.79,27.79,22.39,40.79,19.6,39.2,0.55,766.0,83.33333333,3.0,63.83333333,-1.98,30.64643804,30.64643804,40
21.53,48.43333333,20.5,38.49,20.89,40.16666667,19.79,37.29666667,18.0,46.26,3.326666667,74.93,18.79,31.29,21.76333333,40.45666667,18.29,38.46666667,3.38,743.2666667,86.5,7.5,42.16666667,1.23,19.68659873,19.68659873,90
21.79,40.0,19.6,42.62666667,22.89,37.79,21.79,38.12666667,19.82333333,48.32666667,8.063333333,52.62666667,20.89,38.79571429,22.6,44.16333333,19.95285714,42.09,6.88,761.6,94.16666667,2.166666667,25.16666667,5.95,12.23216526,12.23216526,50
23.1,45.66333333,21.1,47.09,24.6,40.59,21.79,44.32666667,22.23,85.09333333,10.06666667,42.99,21.7,39.15666667,24.29,43.86333333,20.76,44.23,10.1,749.2,90.0,1.5,34.5,8.45,0.931687502,0.931687502,70
